course_id,course_name,category,domain,difficulty_level,tags,instructor,rating,estimated_hours,enrollment_count,price,price_category,popularity_score,,
HR011,Change Management,Change,Business,Advanced,"Change Models, Communication, Resistance Management, Culture Change",Dr. Amanda Kim,4.5,50,1000,89.99,Premium,2.82,,
HR012,Employment Law,Legal,Business,Advanced,"Compliance, Documentation, Risk Management, Legal Updates",Prof. Robert Wilson,4.3,40,900,79.99,Premium,2.4,,
HR013,HR Technology,Technology,Business,Intermediate,"HRIS, ATS, Performance Systems, Digital HR Transformation",Maria Rodriguez,4.2,30,1100,64.99,Premium,1.84,,
HR014,Global HR Management,Global,Business,Advanced,"Cross-Cultural Management, International Law, Global Mobility",Dr. Steven Chen,4.4,60,600,109.99,Premium,1.35,,
HR015,Strategic HR Planning,Strategy,Business,Advanced,"Workforce Planning, Succession Planning, Organizational Design",Prof. Angela Brown,4.5,50,800,94.99,Premium,1.65,,
PM003,Data-Driven Product Management,Analytics,Product Management,Advanced,"Product Analytics, A/B Testing, User Metrics, Data Visualization",Dr. Michelle Garcia,4.6,60,1200,109.99,Mid-range,7.92,,
PM004,User Research Methods,Research,Product Management,Intermediate,"Interview Techniques, Survey Design, Usability Testing, Persona Development",Prof. Daniel Thompson,4.4,40,1400,79.99,Premium,5.4,,
PM005,Product Marketing,Marketing,Product Management,Intermediate,"Go-to-Market, Positioning, Messaging, Launch Planning, Competitive Intelligence",Dr. Sarah Wilson,4.5,50,1600,84.99,Premium,3.44,,
PM006,Technical Product Management,Technical,Product Management,Advanced,"API Design, Technical Specifications, Engineering Collaboration",Prof. Kevin Martinez,4.7,70,1000,119.99,Premium,2.76,,
PM007,Product Lifecycle Management,Lifecycle,Product Management,Advanced,"Innovation, Growth Strategies, Maturity Management, End-of-Life Planning",Dr. Jennifer Kim,4.3,60,800,99.99,Premium,3.96,,
PM008,Mobile Product Management,Mobile,Product Management,Advanced,"App Store Optimization, Mobile UX, Push Notifications, App Analytics",Carlos Rodriguez,4.4,50,1200,94.99,Mid-range,6.88,,
PM009,SaaS Product Management,SaaS,Product Management,Advanced,"Subscription Models, Churn Analysis, Feature Adoption, Customer Success",Dr. Amanda Chen,4.6,60,1000,109.99,1200,79.99,Mid-range,5.28
PM010,Product Operations,Operations,Product Management,Intermediate,"Process Optimization, Tool Selection, Team Coordination, Performance Metrics",Prof. Lisa Davis,4.2,40,900,74.99,1000,84.99,Premium,4.5
PM011,Platform Product Management,Platform,Product Management,Advanced,"Platform Strategy, API Management, Developer Relations, Ecosystem Building",Dr. Michael Brown,4.5,70,600,129.99,Premium,3.68,,
PM012,Growth Product Management,Growth,Product Management,Advanced,"Growth Hacking, Funnel Optimization, Retention Strategies, Viral Mechanics",Maria Martinez,4.7,50,1100,99.99,Premium,2.82,,
PM013,Enterprise Product Management,Enterprise,Product Management,Advanced,"B2B Sales, Enterprise Sales Cycles, Stakeholder Management, Compliance",Dr. Robert Garcia,4.3,60,700,114.99,Premium,1.8,,
PM014,Product Design Collaboration,Design,Product Management,Intermediate,"Design Systems, Prototyping, User Testing, Design-Dev Handoff",Prof. Steven Kim,4.4,30,1300,69.99,Premium,1.68,,
PM015,International Product Management,International,Product Management,Advanced,"Localization, Global Markets, Cultural Adaptation, Regulatory Compliance",Dr. Angela Wilson,4.2,50,500,104.99,Premium,1.38,,
PF003,Algorithms and Complexity,Programming,Computer Science,Advanced,"Algorithm Design, Time Complexity, Space Complexity, Optimization",Prof. David Chen,4.7,70,1200,94.99,Premium,2.35,,
PF004,Database Design,Database,Computer Science,Intermediate,"Relational Design, Normalization, SQL, Database Optimization",Dr. Sarah Rodriguez,4.4,50,1800,74.99,Premium,1.2,,
PF005,Software Engineering,Engineering,Computer Science,Advanced,"SDLC, Design Patterns, Testing, Version Control, Documentation",Prof. Michael Kim,4.6,80,1400,109.99,Mid-range,8.4,,
PF006,Computer Networks,Networking,Computer Science,Intermediate,"Network Protocols, Socket Programming, Distributed Systems",Dr. Jennifer Martinez,4.3,60,1000,79.99,Mid-range,6.45,,
PF007,Operating Systems,Systems,Computer Science,Advanced,"Process Management, Memory Management, File Systems, Concurrency",Prof. Robert Thompson,4.5,70,900,99.99,Premium,5.28,,
PF008,Compiler Design,Systems,Computer Science,Advanced,"Lexical Analysis, Parsing, Code Generation, Optimization",Dr. Lisa Wilson,4.7,80,600,129.99,Premium,4.5,,
PF009,Computer Graphics,Graphics,Computer Science,Advanced,"3D Mathematics, Rendering, OpenGL, Shaders, Animation",Prof. Carlos Davis,4.6,60,800,119.99,Premium,2.76,,
PF010,Machine Learning Theory,Theory,Computer Science,Advanced,"Mathematical Foundations, Optimization, Information Theory",Dr. Amanda Garcia,4.8,70,700,139.99,Premium,3.52,,
PF011,Distributed Systems,Systems,Computer Science,Advanced,"Consensus, Replication, Fault Tolerance, Scalability",Prof. Kevin Brown,4.7,80,500,149.99,Premium,2.15,,
PF012,Information Security,Security,Computer Science,Advanced,"Cryptography, Network Security, System Security, Privacy",Dr. Steven Martinez,4.5,60,800,109.99,Premium,4.23,,
PF013,Human-Computer Interaction,HCI,Computer Science,Intermediate,"User Interface Design, Usability, Interaction Design, Evaluation Methods",Maria Chen,4.4,50,1200,84.99,Premium,2.94,,
PF014,Software Testing,Testing,Computer Science,Intermediate,"Unit Testing, Integration Testing, Test Automation, Quality Assurance",Dr. Jennifer Rodriguez,4.3,40,1400,69.99,Premium,1.8,,
PF015,Mobile App Development,Mobile,Computer Science,Intermediate,"iOS Development, Android Development, Cross-Platform, App Deployment",Prof. Robert Kim,4.5,60,1600,89.99,Mid-range,10.32,,
MA001,Calculus I,Calculus,Mathematics,Beginner,"Limits, Derivatives, Applications of Derivatives, Integration",Prof. Elizabeth Johnson,4.4,60,2200,64.99,Mid-range,7.92,,
MA002,Calculus II,Calculus,Mathematics,Intermediate,"Integration Techniques, Series, Parametric Equations, Polar Coordinates",Dr. Michael Davis,4.3,60,1800,69.99,Mid-range,5.4,,
MA003,Linear Algebra,Algebra,Mathematics,Intermediate,"Matrices, Vector Spaces, Eigenvalues, Linear Transformations",Prof. Sarah Wilson,4.6,50,2000,74.99,Premium,4.6,,
MA004,Differential Equations,Equations,Mathematics,Advanced,"First-Order ODEs, Second-Order ODEs, Laplace Transforms, Systems",Dr. Robert Chen,4.5,60,1200,84.99,Premium,4.05,,
MA005,Discrete Mathematics,Discrete,Mathematics,Intermediate,"Logic, Set Theory, Combinatorics, Graph Theory, Number Theory",Prof. Jennifer Martinez,4.4,50,1600,69.99,Mid-range,6.16,,
MA006,Abstract Algebra,Algebra,Mathematics,Advanced,"Groups, Rings, Fields, Galois Theory",Dr. Kevin Rodriguez,4.7,70,600,99.99,Mid-range,4.73,,
MA007,Real Analysis,Analysis,Mathematics,Advanced,"Sequences, Series, Continuity, Differentiation, Integration, Topology",Prof. Amanda Thompson,4.8,80,500,119.99,Mid-range,3.68,,
MA008,Complex Analysis,Analysis,Mathematics,Advanced,"Complex Numbers, Analytic Functions, Contour Integration, Residue Theorem",Dr. Lisa Garcia,4.6,60,400,109.99,Premium,7.52,,
MA009,Topology,Topology,Mathematics,Advanced,"Metric Spaces, Topological Spaces, Continuity, Compactness, Connectedness",Prof. Carlos Kim,4.5,70,300,129.99,Premium,2.88,,
MA010,Number Theory,Number Theory,Mathematics,Advanced,"Prime Numbers, Congruences, Quadratic Residues, Cryptographic Applications",Dr. Steven Brown,4.7,60,350,114.99,Mid-range,7.56,,
MA011,Probability Theory,Probability,Mathematics,Intermediate,"Sample Spaces, Random Variables, Distributions, Central Limit Theorem",Prof. Maria Rodriguez,4.4,50,1800,79.99,Mid-range,6.16,,
MA012,Mathematical Statistics,Statistics,Mathematics,Advanced,"Estimation, Hypothesis Testing, Confidence Intervals, Regression Analysis",Dr. Angela Wilson,4.5,60,1200,94.99,Mid-range,5.16,,
MA013,Numerical Analysis,Numerical,Mathematics,Advanced,"Numerical Methods, Error Analysis, Interpolation, Integration, ODEs",Prof. David Davis,4.3,60,800,89.99,Premium,4.5,,
MA014,Optimization Theory,Optimization,Mathematics,Advanced,"Linear Programming, Nonlinear Optimization, Convex Optimization",Dr. Jennifer Chen,4.6,70,600,109.99,Premium,3.52,,
MA015,Applied Mathematics,Applied,Mathematics,Advanced,"Mathematical Modeling, Physical Applications, Engineering Mathematics",Prof. Robert Martinez,4.4,60,900,94.99,Premium,3.22,,
PH001,General Physics I,Mechanics,Physics,Beginner,"Mechanics, Kinematics, Dynamics, Energy, Momentum, Rotational Motion",Prof. Thomas Anderson,4.3,70,1600,74.99,Mid-range,6.45,,
PH002,General Physics II,Waves,Physics,Intermediate,"Waves, Sound, Thermodynamics, Kinetic Theory, Heat Transfer", thermodynamics, and heat,70,Dr. Sarah Johnson,4.4,Mid-range,5.28,,
PH003,General Physics III,Electricity,Physics,Intermediate,"Electrostatics, Electric Circuits, Magnetism, Electromagnetic Induction", magnetism, and electromagnetic phenomena,70,Prof. Michael Wilson,4.5,Premium,4.05,,
PH004,Modern Physics,Modern,Physics,Advanced,"Relativity, Quantum Mechanics, Atomic Physics, Nuclear Physics",Dr. Jennifer Rodriguez,4.6,60,800,99.99,Mid-range,5.46,,
PH005,Quantum Mechanics,Quantum,Physics,Advanced,"Wave Functions, Schrödinger Equation, Operators, Quantum Systems",Prof. Robert Kim,4.7,80,600,129.99,,,,
PH006,Statistical Mechanics,Statistical,Physics,Advanced,"Ensembles, Partition Functions, Phase Transitions, Critical Phenomena",Dr. Lisa Chen,4.5,70,400,119.99,,,,
PH007,Electrodynamics,Electromagnetism,Physics,Advanced,"Maxwell Equations, Wave Propagation, Radiation, Relativistic Electrodynamics",Prof. Carlos Martinez,4.8,80,350,139.99,,,,
PH008,Solid State Physics,Condensed Matter,Physics,Advanced,"Crystal Structure, Electronic Properties, Semiconductors, Superconductivity",Dr. Amanda Garcia,4.6,70,300,124.99,,,,
PH009,Astrophysics,Astronomy,Physics,Advanced,"Stellar Physics, Galaxies, Cosmology, Black Holes, Dark Matter",Prof. Steven Thompson,4.7,60,500,109.99,,,,
PH010,Particle Physics,Particles,Physics,Advanced,"Standard Model, Elementary Particles, Symmetries, Gauge Theories",Dr. Maria Brown,4.8,80,250,149.99,,,,
CH001,General Chemistry I,General,Chemistry,Beginner,"Atomic Structure, Chemical Bonding, Stoichiometry, Gas Laws",Prof. David Rodriguez,4.2,60,2000,69.99,,,,
CH002,General Chemistry II,General,Chemistry,Intermediate,"Solutions, Kinetics, Equilibrium, Thermodynamics, Electrochemistry",Dr. Sarah Martinez,4.3,60,1500,74.99,,,,
CH003,Organic Chemistry I,Organic,Chemistry,Intermediate,"Hydrocarbons, Functional Groups, Reactions, Stereochemistry",Prof. Jennifer Wilson,4.4,70,1200,89.99,,,,
CH004,Organic Chemistry II,Organic,Chemistry,Advanced,"Advanced Reactions, Synthesis, Spectroscopy, Biomolecules",Dr. Michael Kim,4.5,70,1000,99.99,,,,
CH005,Physical Chemistry,Physical,Chemistry,Advanced,"Thermodynamics, Quantum Chemistry, Kinetics, Statistical Mechanics",Prof. Lisa Thompson,4.6,80,600,119.99,,,,
CH006,Analytical Chemistry,Analytical,Chemistry,Advanced,"Instrumental Analysis, Spectroscopy, Chromatography, Electroanalysis",Dr. Robert Chen,4.4,60,800,94.99,,,,
CH007,Inorganic Chemistry,Inorganic,Chemistry,Advanced,"Coordination Compounds, Solid State, Organometallics, Bioinorganics",Prof. Amanda Davis,4.3,60,500,89.99,,,,
CH008,Biochemistry,Biochemistry,Chemistry,Advanced,"Proteins, Enzymes, Metabolism, Nucleic Acids, Molecular Biology",Dr. Carlos Garcia,4.7,70,900,109.99,,,,
CH009,Environmental Chemistry,Environmental,Chemistry,Advanced,"Pollution, Atmospheric Chemistry, Water Chemistry, Green Chemistry",Prof. Maria Rodriguez,4.2,50,700,84.99,,,,
CH010,Materials Chemistry,Materials,Chemistry,Advanced,"Polymers, Nanomaterials, Electronic Materials, Characterization",Dr. Steven Martinez,4.5,60,400,99.99,,,,
BI001,General Biology I,General,Biology,Beginner,"Cell Biology, Genetics, Evolution, Ecology, Scientific Method",Prof. Emily Johnson,4.3,60,2400,64.99,,,,
BI002,General Biology II,General,Biology,Intermediate,"Plant Biology, Animal Biology, Physiology, Development, Behavior",Dr. James Wilson,4.4,60,1800,69.99,,,,
BI003,Microbiology,Microbiology,Biology,Intermediate,"Bacteria, Viruses, Fungi, Microbial Genetics, Medical Microbiology",Prof. Sarah Chen,4.5,50,1200,79.99,,,,
BI004,Molecular Biology,Molecular,Biology,Advanced,"DNA, RNA, Proteins, Gene Expression, Biotechnology",Dr. Michael Rodriguez,4.6,70,1000,99.99,,,,
BI005,Cell Biology,Cell,Biology,Advanced,"Cell Structure, Organelles, Cell Cycle, Signal Transduction",Prof. Jennifer Martinez,4.5,60,900,89.99,,,,
BI006,Genetics,Genetics,Biology,Intermediate,"Mendelian Genetics, Population Genetics, Molecular Genetics, Genomics",Dr. Robert Kim,4.4,50,1400,74.99,,,,
BI007,Ecology,Ecology,Biology,Intermediate,"Ecosystems, Population Dynamics, Community Ecology, Conservation",Prof. Lisa Thompson,4.3,60,1100,69.99,,,,
BI008,Evolution,Evolution,Biology,Intermediate,"Natural Selection, Phylogenetics, Speciation, Evolutionary History",Dr. Amanda Garcia,4.6,40,800,64.99,,,,
BI009,Anatomy and Physiology,Anatomy,Biology,Advanced,"Human Body Systems, Homeostasis, Disease, Medical Applications",Prof. Carlos Davis,4.7,80,1600,109.99,,,,
BI010,Neurobiology,Neuroscience,Biology,Advanced,"Nervous System, Brain Function, Behavior, Neurological Disorders",Dr. Maria Brown,4.8,70,600,119.99,,,,
EG001,Introduction to Engineering,General,Engineering,Beginner,"Engineering Design, Problem Solving, Ethics, Communication",Prof. John Anderson,4.2,40,1800,59.99,,,,
EG002,Engineering Mechanics,Mechanics,Engineering,Intermediate,"Statics, Dynamics, Strength of Materials, Structural Analysis",Dr. Sarah Johnson,4.4,60,1400,79.99,,,,
EG003,Thermodynamics,Thermodynamics,Engineering,Intermediate,"Heat Engines, Refrigeration, Power Cycles, Energy Systems",Prof. Michael Wilson,4.3,50,1200,74.99,,,,
EG004,Fluid Mechanics,Fluids,Engineering,Advanced,"Fluid Statics, Fluid Dynamics, Pipe Flow, Turbomachinery",Dr. Jennifer Rodriguez,4.5,60,1000,89.99,,,,
EG005,Heat Transfer,Heat,Engineering,Advanced,"Conduction, Convection, Radiation, Heat Exchangers",Prof. Robert Kim,4.4,50,800,84.99,,,,
EG006,Control Systems,Control,Engineering,Advanced,"System Modeling, Feedback Control, Stability, PID Controllers",Dr. Lisa Chen,4.6,60,700,99.99,,,,
EG007,Circuit Analysis,Circuits,Engineering,Intermediate,"DC Circuits, AC Circuits, Network Analysis, Electronic Components",Prof. Carlos Martinez,4.3,50,1500,69.99,,,,
EG008,Digital Logic Design,Digital,Engineering,Intermediate,"Boolean Algebra, Logic Gates, Sequential Circuits, Computer Architecture",Dr. Amanda Garcia,4.4,40,1200,74.99,,,,
EG009,Materials Science,Materials,Engineering,Advanced,"Crystal Structure, Mechanical Properties, Phase Diagrams, Material Selection",Prof. Steven Thompson,4.5,60,900,89.99,,,,
EG010,Engineering Economics,Economics,Engineering,Intermediate,"Time Value of Money, Present Worth, Rate of Return, Decision Analysis",Dr. Maria Brown,4.2,30,1300,59.99,,,,
